自治体名,自治体コード,施設・場所名,ふりがな,住所,管理担当連絡先,異常な現象：洪水,異常な現象：崖崩れ、土石流及び地滑り,異常な現象：高潮,異常な現象：地震,異常な現象：津波,異常な現象：大規模な火事,異常な現象：内水氾濫,異常な現象：火山現象,指定避難所との重複指定,想定収容人数,緯度（度：世界測地系）,経度（度：世界測地系）,その他
下野市,92169,石橋北小学校,いしばしきたしょうがっこう,下野市上古山1932 ,0285-52-1134 ,1,,,1,,1,,,1,360,36.4654416,139.8600567,
下野市,92169,古山小学校,こやましょうがっこう,下野市下古山3-1-9 ,0285-52-1132 ,1,,,1,,1,,,1,300,36.4452518,139.8590829,
下野市,92169,石橋高等学校,いしばしこうとうがっこう,下野市石橋845 ,0285-53-2517 ,1,,,1,,1,,,1,980,36.4388719,139.8579834,
下野市,92169,石橋小学校,いしばししょうがっこう,下野市花の木1-4 ,0285-52-1131 ,1,,,1,,1,,,1,410,36.43193276,139.8622376,
下野市,92169,石橋体育センター,いしばしたいいくせんたー,下野市大松山1-7-1 ,0285-52-1124 ,1,,,1,,1,,,1,820,36.431781,139.8572365,
下野市,92169,石橋中学校,いしばしちゅうがっこう,下野市石橋1130 ,0285-52-1130 ,,,,1,,1,,,1,730,36.4383938,139.8455148,
下野市,92169,細谷小学校,ほそやしょうがっこう,下野市細谷693 ,0285-52-1133 ,1,,,1,,1,,,1,250,36.425867,139.8314716,
下野市,92169,石橋図書館,いしばしとしょかん,下野市大松山1-7-3 ,0285-52-1136 ,1,,,1,,1,,,1,250,36.4306977,139.8562783,
下野市,92169,グリムの館,ぐりむのやかた,下野市下古山747 ,0285-52-1180 ,1,,,1,,1,,,1,230,36.4490598,139.8587327,
下野市,92169,保健福祉センターきらら館,ほけんふくしせんたーきららかん,下野市下古山1220 ,0285-52-3711 ,,,,1,,1,,,1,700,36.445081,139.843574,
下野市,92169,ふれあいセンター,ふれあいせんたー,下野市下長田146 ,0285-52-1184 ,1,,,1,,1,,,1,90,36.4500148,139.8420561,
下野市,92169,大松山運動公園,おおまつやまうんどうこうえん,下野市大松山1-7-1 ,0285-52-1124 ,1,,,1,,1,,,,"6,000",36.43056387,139.8549834,
下野市,92169,ふれあい館,ふれあいかん,下野市三王山698-5 ,0285-47-1126 ,1,,,1,,1,,,1,620,36.39762,139.903012,
下野市,92169,南河内公民館,みなみかわちこうみんかん,下野市田中681-1 ,0285-48-2393 ,1,,,1,,1,,,1,330,36.3847294,139.8775953,
下野市,92169,緑小学校,みどりしょうがっこう,下野市緑3-16-1 ,0285-40-6601 ,1,,,1,,1,,,1,450,36.3870173,139.8562467,
下野市,92169,祇??園小学校,ぎおんしょうがっこう,下野市祇??園2-21-3 ,0285-44-5002 ,1,,,1,,1,,,1,450,36.3937804,139.8624515,
下野市,92169,南河内体育センター,みなみかわちたいいくせんたー,下野市仁良川1141 ,0285-48-2392 ,,,,1,,1,,,1,730,36.38433665,139.8782979,
下野市,92169,仁良川コミュニティセンター,にらがわこみゅにてぃせんたー,下野市仁良川1468 ,0285-32-8887,1,,,1,,1,,,1,90,36.3770445,139.8771956,
下野市,92169,南河内中学校,みなみかわちちゅうがっこう,下野市薬師寺986 ,0285-48-0010 ,1,,,1,,1,,,1,760,36.3867957,139.8762369,
下野市,92169,薬師寺小学校,やくしじしょうがっこう,下野市薬師寺1412 ,0285-48-0009 ,1,,,1,,1,,,1,480,36.3950834,139.8770643,
下野市,92169,吉田東小学校,よしだひがししょうがっこう,下野市中川島7 ,0285-48-5007 ,,,,1,,1,,,1,450,36.3825724,139.910253,
下野市,92169,南河内東体育館,みなみかわちひがしたいいくかん,下野市本吉田783 ,0285-32-8920,,,,1,,1,,,1,400,36.3742431,139.90902,
下野市,92169,南河内東公民館,みなみかわちひがしこうみんかん,下野市本吉田783 ,0285-48-5511 ,,,,1,,1,,,1,200,36.37453033,139.9094009,
下野市,92169,吉田西小学校,よしだにししょうがっこう,下野市下坪山959 ,0285-48-5008 ,,,,1,,1,,,1,450,36.3677684,139.888831,
下野市,92169,南河内第二中学校,みなみかわちだいにちゅうがっこう,下野市祇??園4-16-3 ,0285-40-6030 ,1,,,1,,1,,,1,800,36.389992,139.8601768,
下野市,92169,薬師寺コミュニティセンター,やくしじこみゅにてぃせんたー,下野市薬師寺1387-25 ,0285-48-5522 ,1,,,1,,1,,,1,100,36.39549777,139.8740229,
下野市,92169,上三川高等学校,かみのかわこうとうがっこう,栃木県河内郡上三川町大字多功994-4 ,0285-53-2367 ,1,,,1,,1,,,1,960,36.416008,139.869641,
下野市,92169,祇??園原公園,ぎおんばらこうえん,下野市祇??園3-4 ,,1,,,1,,1,,,,"2,000",36.39199986,139.8599902,
下野市,92169,諏訪山公園,すわやまこうえん,下野市緑1-2 ,,1,,,1,,1,,,,"2,000",36.3891531,139.8544634,
下野市,92169,別処山公園,べっしょやまこうえん,下野市絹板611-1 ,,1,,,1,,1,,,,"6,000",36.35777677,139.8826756,
大田原市,9210,大田原体育館･武道館,おおたわらたいいくかん・ぶどうかん,大田原市本町1-1-1,287228017,1,1,,1,,,,,1,250,36.86689167,140.0213667,
大田原市,9210,大田原小学校,おおたわらしょうがっこう,大田原市城山1-4-36,287233112,1,1,,1,,1,,,1,6510,36.86240278,140.0337222,
大田原市,9210,西原小学校,にしはらしょうがっこう,大田原市美原3-2-8,287233112,1,1,,1,,1,,,1,5243,36.85592778,140.0050889,
大田原市,9210,紫塚小学校,むらさきづかしょうがっこう,大田原市紫塚1-7-1,287233112,1,1,,1,,1,,,1,4121,36.87320278,140.0180722,
大田原市,9210,大田原中学校,おおたわらちゅうがっこう,大田原市美原1-14-2,287233112,1,1,,1,,1,,,1,5126,36.85560833,140.0097944,
大田原市,9210,若草中学校,わかくさちゅうがっこう,大田原市若草2-1234,287233112,1,1,,1,,1,,,1,10445,36.85387222,140.0438417,
大田原市,9210,大田原高等学校,おおたわらこうとうがっこう,大田原市紫塚3-2651,286233372,1,1,,1,,1,,,1,13349,36.8733891,140.0205053,
大田原市,9210,大田原女子高等学校,おおたわらじょしこうとうがっこう,大田原市元町1-5-43,286233372,1,1,,1,,1,,,1,6209,36.85918706,140.035806,
大田原市,9210,大田原東地区公民館,おおたわらひがしちくこうみんかん,大田原市若草1-1287-1,287232100,1,1,,1,,1,,,1,2250,36.85068056,140.0433417,
大田原市,9210,県立県北体育館,けんりつけんぽくたいいくかん,大田原市美原3-2-62,286233414,1,1,,1,,1,,,1,2550,36.85648333,140.0046889,
大田原市,9210,大田原西地区公民館,おおたわらにしちくこうみんかん,大田原市浅香3-3578-747,287232100,1,1,,1,,1,,,1,650,36.85292194,140.0185417,
大田原市,9210,勤労青少年ホーム,きんろうせいしょうねんほーむ,大田原市美原1-1-4,287238709,1,1,,1,,,,,1,550,36.85906111,140.0192167,
大田原市,9210,美原公園,みはらこうえん,大田原市美原1-15-25,,1,1,,1,,1,,,,30750,36.86043,140.00398,
大田原市,9210,中央多目的公園,ちゅうおうたもくてきこうえん,大田原市中央2-2360-2,,1,1,,1,,1,,,,2000,36.86478798,140.0256054,
大田原市,9210,福寿草ほほえみセンター,ふくじゅそうほほえみせんたー,大田原市中田原338-2,,1,1,,1,,1,,,,927,36.867313,140.044462,
大田原市,9210,金田北中学校,かねだきたちゅうがっこう,大田原市市野沢2067,287233112,1,1,,1,,1,,,1,12234,36.89178889,140.0519611,
大田原市,9210,市野沢小学校,いちのさわしょうがっこう,大田原市市野沢2077,287233112,1,1,,1,,1,,,1,5875,36.89125833,140.0510611,
大田原市,9210,羽田小学校,はんだしょうがっこう,大田原市羽田644,287233112,1,1,,1,,1,,,1,4869,36.908775,140.0884056,
大田原市,9210,奥沢小学校,おくさわしょうがっこう,大田原市奥沢175,287233112,1,1,,1,,1,,,1,5314,36.853875,140.0713972,
大田原市,9210,金丸小学校,かねまるしょうがっこう,大田原市南金丸1640,287233112,1,1,,1,,1,,,1,6175,36.86196639,140.0875083,
大田原市,9210,金田南中学校,かねだみなみちゅうがっこう,大田原市南金丸1870-4,287233112,1,1,,1,,1,,,1,12646,36.85616389,140.0885167,
大田原市,9210,金田北地区公民館,かねだきたちくこうみんかん,大田原市市野沢1988-1,287232100,1,1,,1,,1,,,1,12234,36.89419167,140.0513944,
大田原市,9210,金田南地区公民館,かねだみなみちくこうみんかん,大田原市南金丸1870-5,287232100,1,1,,1,,1,,,1,850,36.85494722,140.0901306,
大田原市,9210,国際医療福祉大学グラウンド,こくさいいりょうふくしだいがくぐらうんど,大田原市北金丸2600-1,,1,1,,1,,1,,,,13183,36.86948,140.071966,
大田原市,9210,親園小学校,ちかそのしょうがっこう,大田原市親園618,287233112,1,1,,1,,1,,,1,5202,36.82412222,140.0201,
大田原市,9210,親園中学校,ちかそのちゅうがっこう,大田原市花園1-87,287233112,1,1,,1,,1,,,1,9049,36.82915528,140.0293306,
大田原市,9210,宇田川小学校,うだかわしょうがっこう,大田原市親園1973,287233112,1,1,,1,,1,,,1,3862,36.83096667,140.0511639,
大田原市,9210,親園農村環境改善センター,ちかそののうそんかんきょうかいぜんせんたー,大田原市親園1973,287232100,1,1,,1,,1,,,1,3600,36.82348279,140.0429051,
大田原市,9210,薄葉小学校,うすばしょうがっこう,大田原市薄葉2014,287233112,1,1,,1,,1,,,1,6352,36.83001667,139.9729917,
大田原市,9210,野崎中学校,のざきちゅうがっこう,大田原市薄葉2250,287233112,1,1,,1,,1,,,1,8219,36.83814694,139.9617222,
大田原市,9210,石上小学校,いしがみしょうがっこう,大田原市上石上1528,287233112,1,1,,1,,1,,,1,3457,36.85608914,139.9482984,
大田原市,9210,野崎研修センター,のざきけんしゅうせんたー,大田原市野崎2-26-2,287232100,1,1,,1,,1,,,1,1100,36.84576569,139.9578576,
大田原市,9210,旧佐久山中学校,きゅうさくやまちゅうがっこう,大田原市佐久山4427-107,287238795,1,1,,1,,1,,,1,8022,36.79546667,140.0358889,
大田原市,9210,旧福原小学校,きゅうふくわらしょうがっこう,大田原市福原1132,287238795,1,1,,1,,1,,,1,2334,36.80093611,140.0533861,
大田原市,9210,ふれあいの丘,ふれあいのおか,大田原市福原1411-22,287232100,1,1,,1,,1,,,1,5028,36.79782222,140.0520889,
大田原市,9210,佐久山地区公民館,さくやまちくこうみんかん,大田原市佐久山2287-1,287232100,1,1,,1,,1,,,1,8022,36.80231111,140.0145639,
大田原市,9210,佐良土小学校,さらどしょうがっこう,大田原市佐良土901-3,287233112,1,1,,1,,1,,,1,5971,36.78991389,140.1228389,
大田原市,9210,蛭田小学校,ひるたしょうがっこう,大田原市蛭田1720,287233112,1,1,,1,,1,,,1,7731,36.80912222,140.0830667,
大田原市,9210,湯津上小学校,ゆづかみしょうがっこう,大田原市湯津上1156,287233112,1,1,,1,,1,,,1,6697,36.82396667,140.1246861,
大田原市,9210,湯津上中学校,ゆづかみちゅうがっこう,大田原市5-573,287233112,1,1,,1,,1,,,1,14341,36.80663056,140.1112639,
大田原市,9210,湯津上支所,ゆづかみししょ,大田原市5-1081,287982111,1,1,,1,,1,,,1,6000,36.818175,140.1067333,
大田原市,9210,湯津上農村環境改善センター,ゆづかみのうそんかんきょうかいぜんせんたー,大田原市湯津上5-776,287232100,1,1,,1,,1,,,1,1550,36.81954722,140.1070889,
大田原市,9210,佐良土西コミュニティセンター,さらどにしこみゅにてぃせんたー,大田原市佐良土1207,,1,1,,1,,,,,1,167,36.79257739,140.1108096,
大田原市,9210,佐良土多目的交流センター,さらどたもくてきこうりゅうせんたー,大田原市佐良土853,287238708,1,1,,1,,1,,,1,700,36.78675278,140.125525,
大田原市,9210,蛭畑公民館,ひるはたこうみんかん,大田原市蛭畑868-2,,1,1,,1,,,,,1,57,36.80153889,140.1010667,
大田原市,9210,品川センター,しながわせんたー,大田原市蛭畑1981-23,,1,1,,1,,,,,1,100,36.81444139,140.0890583,
大田原市,9210,新宿公民館,あらじゅくこうみんかん,大田原市新宿587-1,,1,1,,1,,,,,1,280,36.81108057,140.0722071,
大田原市,9210,片府田生活センター,かたふたせいかつせんたー,大田原市片府田346,,1,1,,1,,,,,1,357,36.81397194,140.0647056,
大田原市,9210,黒羽中学校,くろばねちゅうがっこう,大田原市北野上3597-1,287233112,1,1,,1,,1,,,1,15500,36.88514722,140.1391083,
大田原市,9210,前田集会所,まえたしゅうかいじょ,大田原市前田221,,1,1,,1,,,,,1,22,36.86518056,140.1292861,
大田原市,9210,黒羽体育館,くろばねたいいくかん,大田原市前田1020,287228017,1,1,,1,,1,,,1,1100,36.86754444,140.1260167,
大田原市,9210,黒羽高等学校,くろばねこうとうがっこう,大田原市前田780,286233372,1,1,,1,,1,,,1,13682,36.86418469,140.1411153,
大田原市,9210,堀之内集会所,ほりのうちしゅうかいじょ,大田原市堀之内87,,1,1,,1,,,,,1,510,36.87041667,140.1313917,
大田原市,9210,ピアートホール,ぴあーとほーる,大田原市堀之内656-1,287590856,1,1,,1,,1,,,,1022,36.87822778,140.1335361,
大田原市,9210,北滝公会堂,きたたきこうかいどう,大田原市北滝593,,,1,,1,,1,,,1,130,36.82468889,140.13395,
大田原市,9210,黒羽・川西地区公民館,くろばね・かわにしちくこうみんかん,大田原市黒羽田町848,287232100,1,1,,1,,1,,,1,1400,36.85969626,140.1250997,
大田原市,9210,片田集会所,かたたしゅうかいじょ,大田原市片田572,,1,1,,1,,,,,1,290,36.81062778,140.1361472,
大田原市,9210,亀久公民館,かめひさこうみんかん,大田原市亀久822,,1,1,,1,,,,,1,121,36.80877795,140.1567142,
大田原市,9210,矢倉地区活性化施設,やぐらちくかっせいかしせつ,大田原市矢倉144,,1,1,,1,,,,,1,219,36.79147648,140.1389119,
大田原市,9210,旧川西中学校,きゅうかわにしちゅうがっこう,大田原市黒羽向町1555,287238795,1,1,,1,,1,,,1,26517,36.87249444,140.1180389,
大田原市,9210,築地集会所,ついじしゅうかいじょ,大田原市黒羽向町761-3,,1,1,,1,,,,,1,618,36.868886,140.1136131,
大田原市,9210,奥澤公民館,おくさわこうみんかん,大田原市黒羽向町1329,,,1,,1,,,,,1,18,36.87418633,140.1233142,
大田原市,9210,黒羽商工会,くろばねしょうこうかい,大田原市黒羽向町112,287540568,,1,,1,,,,,1,40,36.85978476,140.1208133,
大田原市,9210,川西高齢者ほほえみセンター,かわにしこうれいしゃほほえみせんたー,大田原市黒羽向町409-1,287238740,,1,,1,,,,,1,177,36.86172,140.115509,
大田原市,9210,川西小学校,かわにししょうがっこう,大田原市黒羽向町618,287233112,1,1,,1,,1,,,1,9502,36.86435278,140.1137556,
大田原市,9210,大豆田公民館,おおまめだこうみんかん,大田原市大豆田413,,1,1,,1,,,,,1,16,36.85359167,140.1199639,
大田原市,9210,余瀬多目的集会所,よぜたもくてきしゅうかいじょ,大田原市余瀬434,,1,1,,1,,,,,1,232,36.86910833,140.1025028,
大田原市,9210,旧蜂巣小学校,きゅうはちすしょうがっこう,大田原市蜂巣295,287238795,1,1,,1,,1,,,1,2275,36.88016917,140.1088056,
大田原市,9210,蜂巣集落センター,はちすしゅうらくせんたー,大田原市蜂巣127-1,,1,1,,1,,,,,1,467,36.87646111,140.1065056,
大田原市,9210,篠原公民館,しのはらこうみんかん,大田原市蜂巣730,,1,1,,1,,,,,1,101,36.8841275,140.096525,
大田原市,9210,桧木沢集落センター,ひのきざわしゅうらくせんたー,大田原市桧木沢804,,1,1,,1,,,,,1,287,36.89123333,140.1106611,
大田原市,9210,寒井本郷集会所,さぶいほんごうしゅうかいじょ,大田原市寒井838,,1,1,,1,,,,,1,534,36.90969039,140.1228157,
大田原市,9210,寒井南部公民館,さぶいなんぶこうみんかん,大田原市寒井245,,1,1,,1,,,,,1,107,36.89879722,140.1181694,
大田原市,9210,寒井北部公民館,さぶいほくぶこうみんかん,大田原市寒井1643,,1,1,,1,,,,,1,540,36.91909174,140.1127152,
大田原市,9210,旧寒井小学校,きゅうさぶいしょうがっこう,大田原市寒井244-35,287238795,1,1,,1,,1,,,1,7022,36.90278611,140.115475,
大田原市,9210,両郷中央小学校,りょうごうちゅうおうしょうがっこう,大田原市中野内809,287233112,1,1,,1,,1,,,1,4930,36.91541361,140.1581611,
大田原市,9210,旧両郷中学校,きゅうりょうごうちゅうがっこう,大田原市中野内580,287238795,1,1,,1,,1,,,1,7613,36.90967778,140.1527278,
大田原市,9210,両郷地区コミュニティセンター,りょうごうちくこみゅにてぃせんたー,大田原市中野内773,287232100,1,1,,1,,1,,,1,600,36.91520278,140.1557222,
大田原市,9210,黒羽運動公園,くろばねうんどうこうえん,大田原市大輪1726,,1,1,,1,,1,,,,123680,36.88575,140.13303,
大田原市,9210,中野内公民館,なかのうちこうみんかん,大田原市中野内2123,,1,1,,1,,,,,1,70,36.91263583,140.155725,
大田原市,9210,両郷集会所,りょうごうしゅうかいじょ,大田原市両郷1421,,1,1,,1,,,,,1,1075,36.93869227,140.1739213,
大田原市,9210,寺宿集会所,てらじゅくしゅうかいじょ,大田原市寺宿170,,1,1,,1,,,,,1,26,36.91113889,140.1684472,
大田原市,9210,木佐美集会所,きざみしゅうかいじょ,大田原市木佐美287,,1,1,,1,,,,,1,158,36.90628857,140.1739199,
大田原市,9210,大久保集会所,おおくぼしゅうかいじょ,大田原市大久保365,,1,1,,1,,,,,1,435,36.90406389,140.1635833,
大田原市,9210,久野又集会所,くのまたしゅうかいじょ,大田原市久野又249-2,,1,1,,1,,,,,1,330,36.89209694,140.1504417,
大田原市,9210,交流促進センター若杉山荘,こうりゅうそくしんせんたーわかすぎさんそう,大田原市大輪675-22,287238126,1,1,,1,,,,,1,600,36.8824525,140.1343167,
大田原市,9210,大輪集会所,おおわしゅうかいじょ,大田原市大輪250,,,1,,1,,,,,1,835,36.8871877,140.1274151,
大田原市,9210,川田公民館,かわだこうみんかん,大田原市川田143,,,1,,1,,,,,1,136,36.91234972,140.1307361,
大田原市,9210,旧須佐木小学校,きゅうすさぎしょうがっこう,大田原市須佐木540,287238795,1,1,,1,,1,,,1,3251,36.83714972,140.1945444,
大田原市,9210,須佐木中組公民館,すさぎなかぐみこうみんかん,大田原市須佐木750,,1,1,,1,,,,,1,42,36.83587999,140.1944186,
大田原市,9210,須佐木多目的集会所,すさぎたもくてきしゅうかいじょ,大田原市須佐木930,,1,1,,1,,,,,1,141,36.82967929,140.1942183,
大田原市,9210,川上健康増進センター,かわかみけんこうぞうしんせんたー,大田原市川上183-1,287238126,1,1,,1,,1,,,1,3000,36.87906667,140.2211444,
大田原市,9210,南方第1公民館,なんぼうだいいちこうみんかん,大田原市南方332,,1,1,,1,,,,,1,13,36.88586111,140.2214083,
大田原市,9210,須賀川集会所,すかがわしゅうかいじょ,大田原市須賀川1841,,1,,,,,1,,,1,110,36.81664444,140.2494472,
大田原市,9210,須賀川下組会館,すかがわしもぐみかいかん,大田原市須賀川931,,1,1,,1,,,,,1,5,36.79984722,140.2571028,
宇都宮市,92011,中央小学校,チュウオウショウガッコウ,栃木県宇都宮市中央本町１-29,028-635-3043,1,1,,1,,,,,1,,36.55925966,139.8847723,
宇都宮市,92011,東小学校,ヒガシショウガッコウ,栃木県宇都宮市東塙田１-6-14,028-622-2282,,1,,1,,,,,1,,36.56521382,139.8911201,
宇都宮市,92011,西小学校,ニシショウガッコウ,栃木県宇都宮市西1-2-13,028-634-6129,1,,,1,,,,,1,,36.55970415,139.8782732,
宇都宮市,92011,簗瀬小学校,ヤナセショウガッコウ,栃木県宇都宮市南大通り2-6-6,028-633-0363,,,,1,,,,,1,,36.55458094,139.8934885,
宇都宮市,92011,西原小学校,ニシハラショウガッコウ,栃木県宇都宮市西原2-5-42,028-634-4401,1,,,1,,,,,1,,36.5540811,139.872789,
宇都宮市,92011,戸祭小学校,トマツリショウガッコウ,栃木県宇都宮市戸祭1-10-25,028-622-6244,,,,1,,,,,1,,36.57295688,139.8670094,
宇都宮市,92011,今泉小学校,イマイズミショウガッコウ,栃木県宇都宮市元今泉1-7-29,028-635-1215,,,,1,,,,,1,,36.56125263,139.9030389,
宇都宮市,92011,昭和小学校,ショウワショウガッコウ,栃木県宇都宮市戸祭元町１-15,028-622-3868,1,1,,1,,,,,1,,36.56897748,139.8825774,
宇都宮市,92011,陽南小学校,ヨウナンショウガッコウ,栃木県宇都宮市大和１-10-15,028-658-1280,,,,1,,,,,1,,36.53411141,139.8637595,
宇都宮市,92011,桜小学校,サクラショウガッコウ,栃木県宇都宮市桜3-2-22,028-634-4481,,,,1,,,,,1,,36.56320438,139.8684133,
宇都宮市,92011,錦小学校,ニシキショウガッコウ,栃木県宇都宮市錦2-7-15,028-621-0444,,,,1,,,,,1,,36.57211883,139.8951773,
宇都宮市,92011,細谷小学校,ホソヤショウガッコウ,栃木県宇都宮市細谷1-4-38,028-624-6023,,,,1,,,,,1,,36.59046565,139.8559611,
宇都宮市,92011,峰小学校,ミネショウガッコウ,栃木県宇都宮市峰3-20-17,028-633-3973,1,,,1,,,,,1,,36.55265453,139.9197986,
宇都宮市,92011,石井小学校,イシイショウガッコウ,栃木県宇都宮市石井町1213,028-661-3003,1,,,,,,,,1,,36.54036116,139.9298924,
宇都宮市,92011,泉が丘小学校,イズミガオカショウガッコウ,栃木県宇都宮市泉が丘７-12-14,028-661-2255,,,,1,,,,,1,,36.56703576,139.9202399,
宇都宮市,92011,緑が丘小学校,ミドリガオカショウガッコウ,栃木県宇都宮市緑3-3-12,028-658-2600,,,,1,,,,,1,,36.52226383,139.8597564,
宇都宮市,92011,宮の原小学校,ミヤノハラショウガッコウ,栃木県宇都宮市宮原4-1-14,028-633-1505,1,,,1,,,,,1,,36.54272534,139.8736699,
宇都宮市,92011,御幸小学校,ミユキショウガッコウ,栃木県宇都宮市御幸本町4638-１,028-662-3268,,,,1,,,,,1,,36.57612544,139.9257522,
宇都宮市,92011,一条中学校,イチジョウチュウガッコウ,栃木県宇都宮市京町9-25,028-633-0401,1,,,1,,,,,1,,36.5533438,139.879917,
宇都宮市,92011,陽北中学校,ヨウホクチュウガッコウ,栃木県宇都宮市今泉町47-2,028-621-8491,1,,,1,,,,,1,,36.5717141,139.8987697,
宇都宮市,92011,旭中学校,アサヒチュウガッコウ,栃木県宇都宮市天神１-１-42,028-634-9177,,,,1,,,,,1,,36.55584307,139.8886676,
宇都宮市,92011,陽南中学校,ヨウナンチュウガッコウ,栃木県宇都宮市陽南2-4-58,028-658-1293,1,,,1,,,,,1,,36.53530472,139.8761225,
宇都宮市,92011,陽西中学校,ヨウサイチュウガッコウ,栃木県宇都宮市陽西町１-16,028-622-2328,,,,1,,,,,1,,36.57345654,139.8589568,
宇都宮市,92011,陽東中学校,ヨウトウチュウガッコウ,栃木県宇都宮市石井町2800-42,028-662-9105,1,,,,,,,,1,,36.54453307,139.9288664,
宇都宮市,92011,星が丘中学校,ホシガオカチュウガッコウ,栃木県宇都宮市星が丘2-3-31,028-622-6542,,1,,1,,,,,1,,36.56993047,139.8749965,
宇都宮市,92011,泉が丘中学校,イズミガオカチュウガッコウ,栃木県宇都宮市泉が丘4-11-40,028-661-2508,,,,1,,,,,1,,36.56704985,139.9189202,
宇都宮市,92011,宮の原地域コミュニティセンター,ミヤノハラコミュニティセンター,栃木県宇都宮市宮原4-1-14,028-635-8533,1,,,,,,,,1,,36.54209796,139.8728427,
宇都宮市,92011,石井地域コミュニティセンター,イシイコミュニティセンター,栃木県宇都宮市石井町1213,028-662-6833,1,,,,,,,,1,,36.540478,139.929034,
