自治体名,自治体コード,施設名,ふりがな,住所,管理担当連絡先,指定緊急避難場所との重複指定,福祉避難所,想定収容人数,緯度（度：世界測地系）,経度(度：世界測地系）
小山市,9208,小山西高等学校,おやまにしこうとうがっこう,小山市松沼741,0285-37-1188,1,,1709,36.352,139.768802
小山市,9208,小山城南高等学校,おやまじょうなんこうとうがっこう,小山市西城南4-26-1,0285-27-1245,1,,1096,36.29303,139.803117
小山市,9208,小山南高等学校,おやまみなみことうがっこう,小山市間々田23-1,0285-45-2424,1,,1428,36.258616,139.780505
小山市,9208,小山北桜高等学校,おやまほくおうこうとうがっこう,小山市東山田448-29,0285-49-2932,1,,638,36.355938,139.865168
小山市,9208,勤労青少年ホーム,きんろうせいしょうねんほーむ,小山市犬塚3-1-2,0285-23-3402,1,,415,36.313834,139.827337
小山市,9208,白鴎大学本キャンパス,はくおうだいがくほんきゃんぱす,小山市大行寺1117,0285-22-1111,1,,738,36.315676,139.793544
小山市,9208,白鴎大学東キャンパス,はくおうだいがくひがしきゃんぱす,小山市駅東通り2-2-2,0285-22-8900,1,,320,36.311975,139.807491
小山市,9208,小山工業高等専門学校,おやまこうぎょうこうとうせんもんがっこう,小山市中久喜771,0285-20-2100,1,,553,36.31831,139.842085
小山市,9208,関東職業能力開発大学校,かんとうしょくぎょうのうりょくかいはつだいがっこう,小山市横倉612-1,0285-31-1711,1,,391,36.282251,139.82955
小山市,9208,小山市立文化センター,おやましりつぶんかせんたー,小山市中央町1-1-1,0285-22-9552,1,,201,36.313528,139.800009
小山市,9208,（福）紫雲会花見ヶ丘学園,はなみがおかがくえん,小山市東野田635,0285-31-3033,,1,30,36.246649,139.799234
小山市,9208,（福）彰義重政会一桃舎,いっとうしゃ,小山市間々田751−8,0285-45-7199,,1,5,36.271148,139.777043
小山市,9208,（福）孝友会ひらわの郷,ひらわのさと,小山市平和256,0285-38-8558,,1,10,36.256397,139.77378
小山市,9208,（福）孝友会グループホームひらわ,ぐるーぷほーむひらわ,小山市平和256,0285-38-8558,,1,5,36.256397,139.77378
小山市,9208,（福）延寿会春わらう舎,はるわらうしゃ,小山市小山1509-1 ,0285-28-0200,,1,10,36.301513,139.818174
小山市,9208,（福）小山清風会しょうし苑,しょうしえん,小山市中久喜1273-1,0285-23-1008,,1,10,36.32368,139.834406
小山市,9208,（福）小山清風会デイサービスセンターコスモス,でいさーびすせんたーこすもす,小山市中久喜1620-1,0285-38-9151,,1,2,36.322925,139.834311
小山市,9208,（NPO）小山そよかぜ小山ひまわり,おやまひまわり,小山市城山町2-2-10,0285-24-0089,,1,10,36.31621,139.8026
小山市,9208,（福）薫風会富士見荘,ふじみそう,小山市上石塚15,0285-38-3232,,1,10,36.332604,139.776344
小山市,9208,（福）薫風会初田郷富士見荘,はつたごうふじみそう,小山市下初田537-2,0285-33-3223,,1,10,36.328285,139.749019
小山市,9208,（医）光風会晃南,こうなん,小山市乙女795,0285-45-8225,,1,50,36.252156,139.745809
小山市,9208,（医）光風会デイサービスわかば,でいさーびすわかば,小山市乙女795,0285-45-8225,,1,35,36.252156,139.745809
小山市,9208,（医）さくら会さくら野,さくらの,小山市卒島110,0285-37-1110,,1,10,36.338693,139.778082
小山市,9208,（医）さくら会グループホームさくらの家,ぐるーぷほーむさくらのいえ,小山市卒島110,0285-37-1110,,1,2,36.338113,139.777551
小山市,9208,（医）信誠会苅部太陽の家,かりべたいようのいえ,小山市南飯田317-5,0285-41-1311,,1,10,36.245973,139.768709
小山市,9208,（福）洗心会サンフラワーグリーンホーム,さんふらわーぐりーんほーむ,小山市出井1939,0285-20-3232,,1,3,36.333776,139.837111
小山市,9208,（福）洗心会サンフラワーケアセンター,さんふらわーけあせんたー,小山市出井1933-1,0285-22-6644,,1,3,36.33554,139.837156
小山市,9208,（福）洗心会サンフラワーガーデン,さんふらわーがーでん,小山市出井1938,0285-22-6644,,1,4,36.334526,139.836983
小山市,9208,（福）洗心会サンフラワーショートステイ,さんふらわーしょーとすてい,小山市出井1936,0285-22-1109,,1,2,36.335451,139.836142
小山市,9208,（福）洗心会サンフラワー療護園,さんふらわーりょうごえん,小山市出井1936,0285-22-1109,,1,4,36.335451,139.836142
小山市,9208,（福）洗心会サンフラワーワークセンター,さんふらわーわーくせんたー,小山市出井1931,0285-22-1080,,1,5,36.335806,139.837222
小山市,9208,（福）洗心会こばと保育園,こばとほいくえん,小山市雨ケ谷417,0285-27-0209,,1,10,36.283192,139.811836
小山市,9208,（福）洗心会こばとキッズ,こばときっず,小山市出井1931-1,0285-25-2815,,1,30,36.335596,139.835596
小山市,9208,（福）洗心会　間々田保育園,ままだほいくえん,小山市間々田924-1,0285-41-1101,,1,20,36.268031,139.768247
小山市,9208,（福）ソフィア会おはようの家,おはようのいえ,小山市三拝川岸127-1,0285-37-6123,,1,6,36.353529,139.815787
小山市,9208,（福）ソフィア会えいぶるの里,えいぶるのさと,小山市東島田2403-2,0285-22-4561,,1,6,36.350135,139.81026
茂木町,9343,茂木町民センター,もてぎちょうみんせんたー,茂木町茂木151,0285-63-1137,1,,300,36.530957,140.186429
茂木町,9343,茂木町民体育館,もてぎちょうみんたいいくかん,茂木町小井戸2664-1,0285-63-5333,1,,1000,36.544562,140.175076
茂木町,9343,茂木小学校,もてぎしょうがっこう,茂木町茂木1621,0285-63-1217,1,,500,36.531433,140.184109
茂木町,9343,茂木中学校,もてぎちゅうがっこう,茂木町茂木72,0285-63-1218,1,,500,36.533562,140.194291
茂木町,9343,県立茂木高等学校,もてぎこうとうがっこう,茂木町茂木288,0285-63-1201,1,,500,36.531631,140.189517
茂木町,9343,逆川小学校,さかがわしょうがっこう,茂木町飯2210,0285-65-0121,1,,200,36.469471,140.174341
茂木町,9343,逆川中学校,さかがわちゅうがっこう,茂木町飯1650,0285-65-0011,1,,200,36.472202,140.170677
茂木町,9343,中川小学校,なかがわしょうがっこう,茂木町牧野1861,0285-62-0123,1,,300,36.579385,140.210352
茂木町,9343,中川中学校,なかがわちゅうがっこう,茂木町河井856,0285-63-0424,1,,200,36.569778,140.217583
茂木町,9343,須藤小学校,すとうしょうがっこう,茂木町千本457,0285-63-0457,1,,300,36.568468,140.149251
茂木町,9343,道の駅もてぎ,みちのえきもてぎ,茂木町茂木1090-1,0285-63-5671,1,,200,36.527786,140.172863
茂木町,9343,元気アップ館,げんきあっぷかん,茂木町茂木1043-1,0285-63-2555,1,,200,36.526346,140.170272
市貝町,9344,市貝町役場,いちかいまちやくば,市貝町大字市塙1280,0285-68-1111,1,,100,36.543062,140.102119
市貝町,9344,市貝町中央公民館,いちかいまちちゅうおうこうみんかん,市貝町大字上根1577,0285-68-0020,1,,1500,36.529886,140.090009
市貝町,9344,市貝町保健福祉センター,いちかいまちほけんふくしせんたー,市貝町大字市塙1720-1,0285-68-1133,1,,300,36.539898,140.109383
市貝町,9344,市貝町ふれあい館,いちかいまちふれあいかん,市貝町大字赤羽2648-1,0285-68-0020,1,,100,36.515759,140.066486
市貝町,9344,市貝町きら里館,いちかいまちきらりかん,市貝町大字杉山118-7,0285-68-0020,1,,50,36.580488,140.108385
市貝町,9344,市貝中学校,いちかいちゅうがっこう,市貝町大字市塙4072,0285-68-1119,1,,500,36.54507,140.107291
市貝町,9344,市貝小学校,いちかいしょうがっこう,市貝町大字市塙2184,0285-68-1119,1,,300,36.534261,140.105166
市貝町,9344,赤羽小学校,あかばねしょうがっこう,市貝町大字赤羽2711,0285-68-1119,1,,300,36.515362,140.067959
市貝町,9344,小貝小学校,こかいしょうがっこう,市貝町大字文谷1188,0285-68-1119,1,,300,36.534261,140.105252
市貝町,9344,旧小貝中央小学校,きゅうこかいちゅうおうしょうがっこう,市貝町大字続谷1143-3,0285-68-1111,1,,300,36.586518,140.112548
市貝町,9344,市貝町役場,いちかいまちやくば,市貝町大字市塙1280,0285-68-1111,1,,100,36.543062,140.102119
市貝町,9344,市貝町中央公民館,いちかいまちちゅうおうこうみんかん,市貝町大字上根1577,0285-68-0020,1,,1500,36.529886,140.090009
市貝町,9344,市貝町保健福祉センター,いちかいまちほけんふくしせんたー,市貝町大字市塙1720-1,0285-68-1133,1,,300,36.539898,140.109383
市貝町,9344,市貝町ふれあい館,いちかいまちふれあいかん,市貝町大字赤羽2648-1,0285-68-0020,1,,100,36.515759,140.066486
市貝町,9344,市貝町きら里館,いちかいまちきらりかん,市貝町大字杉山118-7,0285-68-0020,1,,50,36.580488,140.108385
市貝町,9344,市貝中学校,いちかいちゅうがっこう,市貝町大字市塙4072,0285-68-1119,1,,500,36.54507,140.107291
市貝町,9344,市貝小学校,いちかいしょうがっこう,市貝町大字市塙2184,0285-68-1119,1,,300,36.534261,140.105166
市貝町,9344,赤羽小学校,あかばねしょうがっこう,市貝町大字赤羽2711,0285-68-1119,1,,300,36.515362,140.067959
市貝町,9344,小貝小学校,こかいしょうがっこう,市貝町大字文谷1188,0285-68-1119,1,,300,36.534261,140.105252
市貝町,9344,旧小貝中央小学校,きゅうこかいちゅうおうしょうがっこう,市貝町大字続谷1143-3,0285-68-1111,1,,300,36.586518,140.112548
益子町,93424,田野中学校,たのちゅうがっこう,栃木県益子町大字長堤402,0285-72-2539,,,"1,500",36.43043311,140.0861293
益子町,93424,田野小学校,たのしょうがっこう,栃木県益子町大字長堤400,0285-72-2536,,,"1,300",36.42929306,140.0854883
益子町,93424,農村環境改善センター,のうそんかんきょうかいぜんせんたー,栃木県益子町大字前沢490-1,0285-72-0139,,,500,36.4351448,140.0916258
益子町,93424,益子中学校,ましこちゅうがっこう,栃木県益子町大字益子3618,0285-72-2069,,,"2,200",36.46962716,140.0996855
益子町,93424,益子小学校,ましこしょうがっこう,栃木県益子町大字益子4665,0285-72-2014,,,"1,700",36.46033277,140.0977155
益子町,93424,益子西小学校,ましこにししょうがっこう,栃木県益子町大字塙1344,0285-72-2532,,,"1,500",36.46653852,140.082076
益子町,93424,フォレストイン益子,ふぉれすといんましこ,栃木県益子町大字益子4231,0285-70-3305,,,300,36.4668527,140.1184934
益子町,93424,益子町民会館,ましこちょうみんかいかん,栃木県益子町大字益子3667-3,0285-72-3101,,,"1,400",36.4701644,140.0987943
益子町,93424,益子町総合体育館,ましこまちそうごうたいいくかん,栃木県益子町大字益子3667-3,0285-70-2727,,,"1,200",36.4704232,140.0994993
益子町,93424,益子町保健センター,ましこまちほけんせんたー,栃木県益子町大字益子1591-3,0285-70-1121,,,200,36.4635795,140.0892127
益子町,93424,県立益子芳星高校,けんりつましこほうせいこうこう,栃木県益子町大字塙2382-1,0285-72-5525,,,"2,400",36.4888079,140.0857898
益子町,93424,七井中学校,なないちゅうがっこう,栃木県益子町大字七井371,0285-72-2722,,,"1,600",36.49774854,140.1082044
益子町,93424,七井小学校,なないしょうがっこう,栃木県益子町大字大沢202,0285-72-2404,,,"1,300",36.49406149,140.1026356
益子町,93424,あぐり館,あぐりかん,栃木県益子町大字大沢3535,0285-72-9710,,,200,36.4948475,140.1140003
益子町,93424,北運動場体育館,きたうんどうじょうたいいくかん,栃木県益子町大字大沢3535,0285-72-9710,,,500,36.4947736,140.1146338
益子町,93424,芳賀青年の家,はがせいねんのいえ,栃木県益子町大字益子4470,0285-72-2273,,,300,36.4511272,140.1151181
矢板市,92118,矢板小学校,やいたしょうがっこう,矢板市本町４−２３,0287-43-0043,1,,453,36.86712,139.92662
矢板市,92118,東小学校,ひがししょうがっこう,矢板市東町６１６,0287-44-2515,1,,271,36.80107,139.93662
矢板市,92118,矢板中学校,やいたちゅうがっこう,矢板市上町２０−７,0287-43-0144,1,,693,36.81507,139.92418
矢板市,92118,矢板東高校,やいたひがしこうこう,矢板市東町４−８,0287-43-1243,1,,791,36.80175,139.93951
矢板市,92118,矢板中央高校,やいたちゅうおうこうこう,矢板市扇町二丁目１５１９,0287-43-0447,1,,801,36.81567,139.92914
矢板市,92118,生涯学習館,しょうがいがくしゅうかん,矢板市矢板１０６−２,0287-43-6218,1,,227,36.80543,139.92294
矢板市,92118,矢板公民館,やいたこうみんかん,矢板市矢板１０３−１,0287-43-0469,1,,130,36.80579,139.92372
矢板市,92118,きずな館,きずなかん,矢板市扇町二丁目４−１９,0287-44-3000,1,,26,36.8126,139.9318
矢板市,92118,市武道館,しぶどうかん,矢板市本町２−２２,0287-44-1808,1,,427,36.80746,139.92887
矢板市,92118,安沢小学校,あんざわしょうがっこう,矢板市安沢１４８２,0287-48-1005,1,,286,36.78456,139.95156
矢板市,92118,片岡小学校,かたおかしょうがっこう,矢板市片岡２０９５,0287-48-0510,1,,271,36.75555,139.94381
矢板市,92118,乙畑小学校,おつはたしょうがっこう,矢板市乙畑１９０２,0287-48-0610,1,,202,36.7374,139.95464
矢板市,92118,片岡中学校,かたおかちゅうがっこう,矢板市片岡２１３９,0287-48-0410,1,,507,36.76473,139.94864
矢板市,92118,矢板市コミュニティホール,やいたしこみゅにてぃほーる,矢板市片岡２０９８−３,0287-48-0101,1,,209,36.7572,139.94686
矢板市,92118,片岡トレーニングセンター,かたおかとれーにんぐせんたー,矢板市片岡１１４３−１,0287-48-0680,1,,618,36.76408,139.94154
矢板市,92118,川崎小学校,かわさきしょうがっこう,矢板市木幡１６４６,0287-43-0265,1,,242,36.78859,139.92613
矢板市,92118,城の湯ふれあい館,しろのゆふれあいかん,矢板市幸岡１８,0287-43-2115,1,,50,36.79457,139.91764
矢板市,92118,豊田小学校,とよだしょうがっこう,矢板市豊田８０２,0287-43-0332,1,,199,36.80921,139.96989
矢板市,92118,日新体育館,にっしんたいいくかん,矢板市土屋６３５,,1,,305,36.83064,139.94285
矢板市,92118,農村環境改善センター,のうそんかんきょうかいぜんせんたー,矢板市沢７８３,0287-43-4675,1,,186,36.82275,139.95861
矢板市,92118,泉小学校,いずみしょうがっこう,矢板市泉３７８,0287-43-0404,1,,234,36.84108,139.91273
矢板市,92118,長井体育館,ながいたいいくかん,矢板市長井１２４８,,1,,288,36.82747,139.89208
矢板市,92118,上伊佐野小学校,かみいさのしょうがっこう,矢板市上伊佐野７６１,,1,,288,36.87594,139.91615
矢板市,92118,泉中学校,いずみちゅうがっこう,矢板市泉５２６,0287-43-0407,1,,478,36.84532,139.91088
矢板市,92118,泉はつらつ館,いずみはつらつかん,矢板市泉３９６−１,0287-43-2231,1,,86,36.84438,139.91796
芳賀町,93459,芳賀町立芳賀東小学校,はがちょうりつはがひがししょうがっこう,祖母井388番地,286776098,1,,284,36.54773565,140.0632326
芳賀町,93459,ﾃﾞｲｻｰﾋﾞｽｾﾝﾀｰすこやか南高,でいさーびすせんたーすこやかなんたか,上稲毛田825番地,285838941,1,1,163,36.59343087,140.0777794
芳賀町,93459,芳賀町生涯学習センター,はがまちしょうがいがくしゅうせんたー,下高根沢2552番地,286770009,1,,176,36.569788,140.03752
芳賀町,93459,芳賀町立芳賀南小学校,はがちょうりつはがみなみしょうがっこう,西水沼41番地,286776098,1,,422,36.52170151,140.0274257
芳賀町,93459,旧芳賀町立水沼小学校,きゅうはがちょうりつみずぬましょうっがこう,西水沼2254番地,286776011,1,,78,36.5415598,140.0201289
芳賀町,93459,芳賀町立芳賀中学校,はがちょうりつはがちゅうがっこう,与能855番地1,286776098,1,,454,36.53926368,140.0375602
芳賀町,93459,芳賀町第２体育館,はがまちだい２たいいくかん,与能861番地1,286775155,1,,499,36.54008583,140.038249
芳賀町,93459,芳賀温泉ロマンの湯,はがおんせんろまんのゆ,上延生160番地,286774126,1,,100,36.55259853,140.0567913
芳賀町,93459,芳賀町工業団地管理センター,はがまちこうぎょうだんちかんりせんたー,芳賀台98番地,286775033,1,,375,36.56420153,140.0119696
芳賀町,93459,芳賀町立芳賀北小学校,はがちょうりつはがきたしょうがっこう,芳志戸1030番地,286776098,1,,363,36.57626537,140.0494548
芳賀町,93459,芳賀町民会館,はがちょうみんかいかん,祖母井548番地1,286770009,1,,165,36.5481797,140.0605912
茂木町,9343,茂木町民センター,もてぎちょうみんせんたー,茂木町茂木151,0285-63-1137,1,,300,36.530957,140.186429
茂木町,9343,茂木町民体育館,もてぎちょうみんたいいくかん,茂木町小井戸2664-1,0285-63-5333,1,,1000,36.544562,140.175076
茂木町,9343,茂木小学校,もてぎしょうがっこう,茂木町茂木1621,0285-63-1217,1,,500,36.531433,140.184109
茂木町,9343,茂木中学校,もてぎちゅうがっこう,茂木町茂木72,0285-63-1218,1,,500,36.533562,140.194291
茂木町,9343,県立茂木高等学校,もてぎこうとうがっこう,茂木町茂木288,0285-63-1201,1,,500,36.531631,140.189517
茂木町,9343,逆川小学校,さかがわしょうがっこう,茂木町飯2210,0285-65-0121,1,,200,36.469471,140.174341
茂木町,9343,中川小学校,なかがわしょうがっこう,茂木町河井856,0285-63-0101,1,,200,36.569778,140.217583
茂木町,9343,須藤小学校,すとうしょうがっこう,茂木町千本457,0285-63-0457,1,,300,36.568468,140.149251
茂木町,9343,道の駅もてぎ,みちのえきもてぎ,茂木町茂木1090-1,0285-63-5671,1,,200,36.527786,140.172863
茂木町,9343,元気アップ館,げんきあっぷかん,茂木町茂木1043-1,0285-63-2555,1,,200,36.526346,140.170272
那珂川町,94111,馬頭総合福祉センター,ばとうふくしせんたー,馬頭560-1,0287-92-1294,,,480,36.736176,140.173623
那珂川町,94111,総合体育館,そうごうたいいくかん,馬頭67-1,生涯学習課 0287-92-1135,,,530,36.739981,140.174001
那珂川町,94111,馬頭小学校,ばとうしょうがっこう,馬頭169,0287-92-2025,,,180,36.739369,140.168801
那珂川町,94111,馬頭中学校,ばとうちゅうがっこう,馬頭2558-1,0287-92-2399,,,330,36.74086023,140.1637624
那珂川町,94111,馬頭高等学校,ばとうこうこう,馬頭1299-2,0287-92-2009,,,400,36.73441693,140.1756755
那珂川町,94111,矢又集会所,やまたしゅうかいじょ,矢又547,産業振興課 0287-92-1113,,,40,36.72187147,140.1943229
那珂川町,94111,健武体育館,たけぶしゅうかいじょ,健武2146,生涯学習課 0287-92-1135,,,160,36.75043045,140.1904578
那珂川町,94111,ひばり認定こども園,ひばりにんていこどもえん,和見82-1,0287-92-2039,,,140,36.74610393,140.1625402
那珂川町,94111,和見集会所,わみしゅうかいじょ,和見2041-1,生涯学習課 0287-92-1135,,,30,36.75974805,140.1641087
那珂川町,94111,小口集会所,こぐちしゅうかいじょ,小口1177-1,産業振興課 0287-92-1113,,,50,36.76671794,140.1489571
那珂川町,94111,馬頭西体育館,ばとうにしたいいくかん,小口1728-53,生涯学習課 0287-92-1135,,,150,36.76835019,140.1450847
那珂川町,94111,北向田公民館,きたむかだこうみんかん,北向田89,生涯学習課 0287-92-1135,,,20,36.74627685,140.1525193
那珂川町,94111,久那瀬集会所,くなせしゅうかいじょ,久那瀬588,生涯学習課 0287-92-1135,,,30,36.72654503,140.1542302
那珂川町,94111,武茂体育館,むもたいいくかん,松野1647,生涯学習課 0287-92-1135,,,140,36.697624,140.170914
那珂川町,94111,松野集会所,まつのしゅうかいじょ,松野1351,生涯学習課 0287-92-1135,,,40,36.70742835,140.1674735
那珂川町,94111,富山集会所,とみやましゅうかいじょ,富山541-4,生涯学習課 0287-92-1135,,,40,36.696889,140.184885
那珂川町,94111,馬頭東小学校,ばとうひがししょうがっこう,大内1640,0287-92-2421,,,130,36.746731,140.235184
那珂川町,94111,大内地区生活改善センター,おおうちちくせいかつかいぜんせんたー,大内2422,生涯学習課 0287-92-1135,,,30,36.75959838,140.2218584
那珂川町,94111,緑の交流館,みどりのこうりゅうかん,大那地561-2,産業振興課 0287-92-1113,,,80,36.718597,140.269789
那珂川町,94111,谷川体育館,やかわたいいくかん,谷川1584-1,生涯学習課 0287-92-1135,,,140,36.77188073,140.2361915
那珂川町,94111,盛谷公民館,もりやこうみんかん,谷川17-2,生涯学習課 0287-92-1135,,,20,36.7736563,140.2368941
那珂川町,94111,大山田体育館,おおやまだたいいくかん,大山田下郷955,生涯学習課 0287-92-1135,,,150,36.80291897,140.2166369
那珂川町,94111,大山田下郷農村活性化施設,おおやまだしもごうのうそんかっせいかしせつ,大山田下郷4508,産業振興課 0287-92-1113,,,50,36.7750209,140.2113629
那珂川町,94111,大山田上郷生活改善センター,おおやまだかみごうせいかつかいぜんせんたー,大山田上郷941,生涯学習課 0287-92-1135,,,30,36.81201105,140.2134488
那珂川町,94111,旧馬頭西小学校,きゅうばとうにししょうがっこう,小砂2712,総務課 0287-92-1111,,,120,36.787619,140.161923
那珂川町,94111,小砂地区コミュニティセンター,こいさごちくこみゅにてぃせんたー,小砂836,生涯学習課 0287-92-1135,,,50,36.79566382,140.170139
那珂川町,94111,第一区公民館,だいいっくこうみんかん,小川3414,生涯学習課 0287-92-1135,,,15,36.77557463,140.1190745
那珂川町,94111,小川公民館,おがわこうみんかん,小川2524-1,0287-96-2322,,,150,36.764763,140.129345
那珂川町,94111,小川体育館,おがわたいいくかん,小川2785,生涯学習課 0287-92-1135,,,310,36.76138,140.128992
那珂川町,94111,小川総合福祉センター,おがわそうごうふくしせんたー,小川1065,0287-96-2111,,,460,36.76453655,140.136011
那珂川町,94111,小川小学校,おがわしょうがっこう,小川2846,0287-96-2049,,,140,36.760727,140.12947
