自治体名,自治体コード,施設名,ふりがな,住所,管理担当連絡先,指定緊急避難場所との重複指定,福祉避難所,想定収容人数,緯度（度：世界測地系）,経度(度：世界測地系）
那珂川町,94111,旧小川南小学校,きゅうおがわみなみしょうがっこう,谷田944,総務課 0287-92-1111,,,110,36.73337935,140.1349833
那珂川町,94111,第８区農村生活センター,だいはちくのうそんせいかつせんたー,片平184-1,生涯学習課 0287-92-1135,,,40,36.74429806,140.1221309
那珂川町,94111,三輪多目的集会所,みわたもくてきしゅうかいじょ,三輪535,生涯学習課 0287-92-1135,,,20,36.75978438,140.1135882
那珂川町,94111,後沢集落センター,うしろざわしゅうらくせんたー,東戸田292,生涯学習課 0287-92-1135,,,15,36.742134,140.090069
那珂川町,94111,小川中学校,おがわちゅうがっこう,小川3033,0287-96-2024,,,250,36.76266744,140.1232089
那珂川町,94111,旧薬利小学校,きゅうくずりしょうがっこう,薬利945,総務課 0287-92-1111,,,110,36.78189259,140.0947376
那珂川町,94111,上芳井公民館,かみよしいこうみんかん,芳井148,生涯学習課 0287-92-1135,,,20,36.78189835,140.0607199
那珂川町,94111,浄法寺公民館,じょうほうじこうみんかん,浄法寺882,生涯学習課 0287-92-1135,,,20,36.78553522,140.1072003
那珂川町,94111,特別養護老人ホーム　八溝の里,とくべつようごろうじんほーむ　やみぞのさと,久那瀬544-1,0287-92-0010,,1,災害により人数を調整,36.72626524,140.1514635
那珂川町,94111,特別養護老人ホーム　かたくりの郷,とくべつようごろうじんほーむ　かたくりのさと,小川2958-2,0287-96-6070,,1,災害により人数を調整,36.76079749,140.1197909
那珂川町,94111,小規模多機能型居宅介護施設　ひだまり,しょうきぼきのうがたきょたくかいごしせつ　ひだまり,馬頭2050-1,0287-92-8280,,1,災害により人数を調整,36.73552099,140.1616853
那珂川町,94111,小規模多機能型居宅介護施設　えにし苑,しょうきぼきのうがたきょたくかいごしせつ　えにしえん,谷川1609,0287-83-1512,,1,災害により人数を調整,36.77197164,140.2350275
那珂川町,94111,なかが和苑,なかがわえん,小口1728,0287-92-5511,,1,災害により人数を調整,36.7671902,140.1435838
那須塩原市,92134,黒磯小学校,くろいそしょうがっこう,那須塩原市豊町2-1,0287-60-1290,,,369,36.97004261,140.0533598
那須塩原市,92134,いきいきふれあいセンター,いきいきふれあいせんたー,那須塩原市桜町1-5,0287-60-1115,,1,563,36.97563081,140.051793
那須塩原市,92134,共英小学校,きょうえいしょうがっこう,那須塩原市共墾社99-11,0287-60-1295,,,255,36.96332677,140.0457885
那須塩原市,92134,稲村小学校,いなむらしょうがっこう,那須塩原市埼玉8,0287-60-1291,,,404,36.979,140.0297
那須塩原市,92134,東原小学校,ひがしはらしょうがっこう,那須塩原市東原4,0287-60-1292,,,361,36.9841,140.0332
那須塩原市,92134,埼玉小学校,さきたましょうがっこう,那須塩原市埼玉99,0287-60-1293,,,164,36.96276758,140.0226877
那須塩原市,92134,豊浦小学校,とようらしょうがっこう,那須塩原市豊浦17,0287-60-1294,,,248,36.96151879,140.0610734
那須塩原市,92134,鍋掛小学校,なべかけしょうがっこう,那須塩原市鍋掛1019,0287-60-1296,,,148,36.9458912,140.0932019
那須塩原市,92134,日新中学校,にっしんちゅうがっこう,那須塩原市鍋掛1087,0287-60-1009,,,362,36.9578,140.0742
那須塩原市,92134,旧 寺子小学校,きゅうてらごしょうがっこう,那須塩原市寺子1146-2,,,,704,36.96739736,140.1134186
那須塩原市,92134,大原間小学校,おおはらましょうがっこう,那須塩原市方京3-14-6,0287-67-1055,,,278,36.9308462,140.0119039
那須塩原市,92134,波立小学校,はったちしょうがっこう,那須塩原市波立228,0287-67-1056,,,147,36.95326228,139.9927102
那須塩原市,92134,高林小学校,たかばやししょうがっこう,那須塩原市高林483,0287-68-7118,,,310,36.98661015,139.9432713
那須塩原市,92134,青木小学校,あおきしょうがっこう,那須塩原市青木12,0287-62-1293,,,169,36.992447,139.9937251
那須塩原市,92134,黒磯中学校,くろいそちゅうがっこう,那須塩原市豊町5-3,0287-60-1010,,,415,36.96834298,140.0497491
那須塩原市,92134,厚崎中学校,あつさきちゅうがっこう,那須塩原市上厚崎385,0287-60-1008,,,317,36.9590519,140.0329592
那須塩原市,92134,黒磯北中学校,くろいそきたちゅうがっこう,那須塩原市埼玉6,0287-60-1012,,,445,36.9827,140.0224
那須塩原市,92134,東那須野中学校,ひがしなすのちゅうがっこう,那須塩原市島方689,0287-67-1166,,,405,36.93861737,140.0058263
那須塩原市,92134,高林中学校,たかばやしちゅうがっこう,那須塩原市箭坪353,0287-68-7116,,,480,37.00539939,139.9432788
那須塩原市,92134,石川スポーツグラウンドくろいそ武道館（くろいそ運動場武道館）,いしかわすぽーつぐらうんどくろいそぶどうかん（くろいそうんどうじょうぶどうかん）,那須塩原市上厚崎664,0287-60-1113,,,695,36.9595,140.0317
那須塩原市,92134,三島小学校,みしましょうがっこう,那須塩原市三島1-21,0287-36-0103,,,237,36.89455461,139.9756336
那須塩原市,92134,槻沢小学校,つきのきざわしょうがっこう,那須塩原市槻沢1,0287-36-0246,,,240,36.91082004,139.9977699
那須塩原市,92134,東小学校,ひがししょうがっこう,那須塩原市太夫塚1-193,0287-36-0066,,,504,36.88474225,139.9804114
那須塩原市,92134,南小学校,みなみしょうがっこう,那須塩原市二区町399,0287-36-0244,,,210,36.85578975,139.9716634
那須塩原市,92134,西小学校,にししょうがっこう,那須塩原市四区町662,0287-36-0243,,,432,36.8951,139.9516
那須塩原市,92134,大山小学校,おおやましょうがっこう,那須塩原市下永田8-7,0287-36-4192,,,266,36.8748,140.0011
那須塩原市,92134,三島中学校,みしまちゅうがっこう,那須塩原市東三島1-104,0287-36-0209,,,496,36.8991,139.9827
那須塩原市,92134,西那須野中学校,にしなすのちゅうがっこう,那須塩原市下永田4-3,0287-36-0146,,,488,36.8774,139.9867
那須塩原市,92134,西那須野公民館,にしなすのこうみんかん,那須塩原市太夫塚1-194-78,0287-36-1143,,1,290,36.88471965,139.9767451
那須塩原市,92134,狩野公民館,かりのこうみんかん,那須塩原市槻沢231,0287-37-3528,,1,213,36.90582649,139.9996561
那須塩原市,92134,南公民館,みなみこうみんかん,那須塩原市二区町401,0287-36-7341,,1,137,36.85505645,139.9697164
那須塩原市,92134,西公民館,にしこうみんかん,那須塩原市四区町661,0287-37-1677,,1,188,36.8956,139.9535
那須塩原市,92134,三島公民館,みしまこうみんかん,那須塩原市東三島6-337,0287-36-8531,,1,1362,36.9002,139.9708
那須塩原市,92134,大山公民館,おおやまこうみんかん,那須塩原市下永田8-7-86,0287-37-6130,,1,171,36.87319694,140.0020378
那須塩原市,92134,キョクトウ三島スポーツパーク（三島体育センター）,きょくとうみしますぽーつぱーく（みしまたいいくせんたー）,那須塩原市三島5丁目1,0287-36-4787,,,817,36.90087314,139.9685812
那須塩原市,92134,三和住宅にしなすのスポーツプラザ（にしなすの運動公園）,さんわじゅうたくにしなすのすぽーつぷらざ（にしなすのうんどうこうえん）,那須塩原市高柳10,0287-36-4785,,,2169,36.9001574,139.9890517
那須塩原市,92134,健康長寿センター,けんこうちょうじゅせんたー,那須塩原市南郷屋5-163,0287-38-1355,,,227,36.8975,139.988
那須塩原市,92134,宿泊体験館メープル,しゅくはくたいけんかんめーぷる,那須塩原市上塩原58-3,0287-32-2909,,,490,36.98111493,139.7928039
那須塩原市,92134,関谷小学校,せきやしょうがっこう,那須塩原市関谷2018-1,0287-35-2034,,,240,36.95226849,139.9024596
那須塩原市,92134,ハロープラザ,はろーぷらざ,那須塩原市関谷1266-4,0287-35-2006,,1,503,36.94508303,139.8964855
那須塩原市,92134,箒根中学校,ほうきねちゅうがっこう,那須塩原市関谷1251,0287-35-2023,,,357,36.94470537,139.8991269
那須塩原市,92134,旧　金沢小学校,きゅうかねざわしょうがっこう,那須塩原市金沢1969-2,,,,423,36.90978411,139.9003394
那須塩原市,92134,大貫小学校,おおぬきしょうがっこう,那須塩原市上大貫2077-2,0287-35-2251,,,147,36.89555865,139.9253129
那須塩原市,92134,横林小学校,よこばやししょうがっこう,那須塩原市横林137-5,0287-35-2250,,,180,36.9401212,139.9601246
那須塩原市,92134,厚崎公民館,あつさきこうみんかん,那須塩原市上厚崎500-1,0287-60-1166,,1,220,36.95122475,140.0333623
那須塩原市,92134,黒磯文化会館,くろいそぶんかかいかん,那須塩原市上厚崎490,0287-63-3219,,,323,36.95201102,140.0324263
那須塩原市,92134,稲村公民館,いなむらこうみんかん,那須塩原市若草町117-1,0287-64-3998,,1,192,36.97601353,140.0312114
那須塩原市,92134,とようら公民館,とようらこうみんかん,那須塩原市東豊浦23-110,0287-60-3122,,1,96,36.96688208,140.0612065
那須塩原市,92134,シニアセンター,しにあせんたー,那須塩原市鍋掛1429-34,0287-73-2210,,,68,36.95377027,140.0723922
那須塩原市,92134,鍋掛公民館,なべかけこうみんかん,那須塩原市鍋掛531,0287-60-1164,,1,105,36.94575253,140.1006762
那須塩原市,92134,東那須野公民館,ひがしなすのこうみんかん,那須塩原市東小屋474-11,0287-67-1163,,1,171,36.9307299,140.0245806
那須塩原市,92134,高林公民館,たかばやしこうみんかん,那須塩原市箭坪347-1,0287-68-0115,,1,203,37.00627185,139.9454286
那須塩原市,92134,塩原公民館,しおばらこうみんかん,那須塩原市中塩原1-2,0287-32-3812,,1,56,36.97766856,139.809486
那須町,94072,高原公民館,こうげんこうみんかん,栃木県那須町大字湯本199-14,0287-72-6901,1,,100,37.09169,140.001201
那須町,94072,旧那須小学校,きゅうなすしょうがっこう,栃木県那須町大字湯本201-1,0287-72-6901,1,,420,37.08936514,140.0047609
那須町,94072,旧室野井小学校,きゅうむろのいしょうがっこう,栃木県那須町大字高久乙3371-3,0287-72-6901,1,,380,37.05334147,139.9911656
那須町,94072,田代友愛小学校,たしろゆうあいしょうがっこう,栃木県那須町大字高久乙196-3,0287-72-6901,1,,400,37.02071712,140.0255306
那須町,94072,那須高原小学校,なすこうげんしょうがっこう,栃木県那須町大字高久丙1482,0287-72-6901,1,,370,37.05774415,140.0387403
那須町,94072,那須中学校,なすちゅうがっこう,栃木県那須町大字高久丙1-1,0287-72-6901,1,,670,37.04714485,140.0239322
那須町,94072,旧大沢小学校,きゅうおおさわしょうがっこう,栃木県那須町大字高久丙2799-6,0287-72-6901,1,,360,37.09687892,140.0674975
那須町,94072,旧朝日小学校,きゅうあさひしょうがっこう,栃木県那須町大字豊原丙1340,0287-72-6901,1,,500,37.058221,140.111378
那須町,94072,学びの森小学校,まなびのもりしょうがっこう,栃木県那須町大字大島18-1,0287-72-6901,1,,430,37.044777,140.08738
那須町,94072,高久小学校,たかくしょうがっこう,栃木県那須町大字高久甲3358-3,0287-72-6901,1,,450,36.99668105,140.0552039
那須町,94072,旧田中小学校,きゅうたなかしょうがっこう,栃木県那須町大字寺子乙1240-1,0287-72-6901,1,,390,37.00020591,140.0958334
那須町,94072,黒田原小学校,くろだはらしょうがっこう,栃木県那須町大字寺子乙3968-1,0287-72-6901,1,,970,37.02017,140.12285
那須町,94072,那須中央中学校,なすちゅうおうちゅうがっこう,栃木県那須町大字寺子丙92,0287-72-6901,1,,"1,000",37.022947,140.112295
那須町,94072,那須高等学校,なすこうとうがっこう,栃木県那須町大字寺子乙3932-48,0287-72-6901,1,,"1,800",37.01254769,140.1273147
那須町,94072,那須町スポーツセンター,なすまちすぽーつせんたー,栃木県那須町大字寺子乙2516-36,0287-72-6901,1,,650,37.01501467,140.1083369
那須町,94072,成沢集落センター,なるさわしゅうらくせんたー,栃木県那須町大字豊原甲3112-1,0287-72-6901,1,,30,37.058548,140.160009
那須町,94072,旧芦野小学校体育館,きゅうあしのしょうがっこうたいいくかん,栃木県那須町大字芦野2160,0287-72-6901,1,,140,36.994174,140.158515
那須町,94072,芦野基幹集落センター,あしのきかんしゅうらくせんたー,栃木県那須町大字芦野1867-1,0287-72-6901,1,,90,36.9927798,140.1603881
那須町,94072,寄居集落センター,よりいしゅうらくせんたー,栃木県那須町大字寄居1032-1,0287-72-6901,1,,30,37.035491,140.172061
那須町,94072,東陽小学校,とうようしょうがっこう,栃木県那須町大字芦野100,0287-72-6901,1,,850,36.9713746,140.1603347
那須町,94072,旧伊王野小学校体育館,きゅういおうのしょうがっこうたいいくかん,栃木県那須町大字伊王野1542,0287-72-6901,1,,100,36.958983,140.159933
那須町,94072,伊王野基幹集落センター,いおうのきかんしゅうらくせんたー,栃木県那須町大字伊王野1440,0287-72-6901,1,,90,36.95867414,140.1641976
那須町,94072,稲沢地区集落センター,いなざわちくしゅうらくせんたー,栃木県那須町大字稲沢978-1,0287-72-6901,1,,37,36.94356069,140.1357696
那須町,94072,稲沢地区体育センター,いなざわちくたいいくせんたー,栃木県那須町大字稲沢978-1,0287-72-6901,1,,90,36.94338062,140.1353727
那須町,94072,旧美野沢小学校,きゅうみのさわしょうがっこう,栃木県那須町大字蓑沢563-4,0287-72-6901,1,,370,36.984176,140.207456
那須町,94072,那須町文化センター,なすまちぶんかせんたー,栃木県那須町大字寺子乙2567-10,0287-72-6901,1,,790,37.01488896,140.1105369
那須町,94072,ゆめ・プラザ那須　（保健センター）,ゆめ・ぷらざなす（ほけんせんたー）,栃木県那須町大字寺子乙2566-1,0287-72-6901,1,1,230,37.01643096,140.1090027
那須町,94072,那須スイミングドーム,なすすいみんぐどーむ,栃木県那須町大字寺子乙2584-6,0287-72-6901,1,,390,37.01706523,140.1131027
那須町,94072,那須高原TOWAピュワコテージ,なすこうげんとうわぴゅあこてーじ,栃木県那須町大字高久乙3375,0287-78-1164,1,,370,37.06569937,139.9667192
野木町,9364,野木町立野木中学校,のぎちょうりつのぎちゅうがっこう,野木町潤島800番地1,0280-57-4112,,,942,36.23176389,139.7562583
野木町,9364,野木町立野木第二中学校,のぎちょうりつのぎだいにちゅうがっこう,野木町野木4048番地,0280-57-4112,,,993,36.22320556,139.7223472
野木町,9364,野木町立友沼小学校,のぎちょうりつともぬましょうがっこう,野木町友沼916番地,0280-57-4112,,,315,36.24020833,139.7413028
野木町,9364,野木町立野木小学校,のぎちょうりつのぎしょうがっこう,野木町野木2450番地1,0280-57-4112,,,260,36.21091111,139.7133278
野木町,9364,野木町立南赤塚小学校,のぎちょうりつみなみあかつかしょうがっこう,野木町中谷508番地,0280-57-4112,,,421,36.21946389,139.7478222
野木町,9364,野木町立佐川野小学校,のぎちょうりつさがわのしょうがっこう,野木町佐川野1808番地,0280-57-4112,,,241,36.22885833,139.7722722
野木町,9364,野木町立新橋小学校,のぎちょうりつしんばししょうがっこう,野木町友沼5110番地2,0280-57-4112,,,675,36.22752778,139.7316083
野木町,9364,野木町公民館・野木町体育センター,のぎまちこうみんかん・のぎまちたいいくせんたー,野木町丸林571番地,0280-57-4112,,,520,36.23111944,139.7441667
野木町,9364,野木町老人福祉センター,のぎまちろうじんふくしせんたー,野木町友沼5840番地7,0280-57-4112,,,89,36.21746111,139.7315972
野木町,9364,野木町文化会館,のぎまちぶんかかいかん,野木町友沼181番地,0280-57-4112,,,143,36.23637888,139.7406669
鹿沼市,9205,西中学校,にしちゅうがっこう,栃木県鹿沼市日吉町527,0289-63-2158,1,,876,36.563304,139.730455
鹿沼市,9205,中央小学校,ちゅうおうしょうがっこう,栃木県鹿沼市今宮町1624,0289-63-2158,1,,779,36.564801,139.744548
鹿沼市,9205,東中学校,ひがしちゅうがっこう,栃木県鹿沼市府中町393,0289-63-2158,1,,1122,36.562787,139.75868
鹿沼市,9205,東小学校,ひがししょうがっこう,栃木県鹿沼市東末広町1082,0289-63-2158,1,,522,36.564308,139.75349
鹿沼市,9205,県立鹿沼高等学校,けんりつかぬまこうとうがっこう,栃木県鹿沼市万町960,0289-63-2158,1,,752,36.557999,139.750242
鹿沼市,9205,市民情報センター,しみんじょうほうせんたー,栃木県鹿沼市文化橋町1982-18,0289-63-2158,1,1,500,36.5697,139.751527
鹿沼市,9205,北小学校,きたしょうがっこう,栃木県鹿沼市泉町2457,0289-63-2158,1,,398,36.573971,139.746356
鹿沼市,9205,県立鹿沼商工高等学校,けんりつかぬましょうこうこうとうがっこう,栃木県鹿沼市花岡町180-1,0289-63-2158,1,,1511,36.556317,139.740616
鹿沼市,9205,東部台コミュニティセンター,とうぶだいこみゅにてぃせんたー,栃木県鹿沼市緑町1-3-36,0289-63-2158,1,1,599,36.557574,139.770523
鹿沼市,9205,菊沢コミュニティセンター,きくさわこみゅにてぃせんたー,栃木県鹿沼市御成橋町2-2197-1,0289-63-2158,1,1,264,36.585376,139.74759
鹿沼市,9205,菊沢東小学校,きくさわひがししょうがっこう,栃木県鹿沼市仁神堂町530,0289-63-2158,1,,634,36.581792,139.767342
鹿沼市,9205,菊沢西小学校,きくさわにししょうがっこう,栃木県鹿沼市見野75,0289-63-2158,1,,488,36.591763,139.732058
鹿沼市,9205,西小学校,にししょうがっこう,栃木県鹿沼市上日向606,0289-63-2158,1,,299,36.569601,139.710564
鹿沼市,9205,北押原小学校,きたおしはらしょうがっこう,栃木県鹿沼市樅山町82,0289-63-2158,1,,494,36.534647,139.748701
鹿沼市,9205,板荷小学校,いたがしょうがっこう,栃木県鹿沼市板荷2775,0289-63-2158,1,,420,36.641361,139.704059
鹿沼市,9205,加園小学校,かぞのしょうがっこう,栃木県鹿沼市加園2800,0289-63-2158,1,,416,36.558294,139.688642
鹿沼市,9205,石川小学校,いしかわしょうがっこう,栃木県鹿沼市上石川1344,0289-63-2158,1,,406,36.525004,139.802832
鹿沼市,9205,津田小学校,つだしょうがっこう,栃木県鹿沼市深津1390,0289-63-2158,1,,488,36.544076,139.815525
鹿沼市,9205,池ノ森小学校,いけのもりしょうがっこう,栃木県鹿沼市池ノ森757-1,0289-63-2158,1,,399,36.499662,139.7884
鹿沼市,9205,さつきが丘小学校,さつきがおかしょうがっこう,栃木県鹿沼市茂呂1086-5,0289-63-2158,1,,542,36.550521,139.778383
鹿沼市,9205,みどりが丘小学校,みどりがおかしょうがっこう,栃木県鹿沼市西茂呂3-7-19,0289-63-2158,1,,466,36.550797,139.769837
鹿沼市,9205,南摩中学校,なんまちゅうがっこう,栃木県鹿沼市西沢町1414,0289-63-2158,1,,325,36.521474,139.702625
鹿沼市,9205,上南摩小学校,かみなんましょうがっこう,栃木県鹿沼市上南摩町732,0289-63-2158,1,,416,36.543554,139.678638
鹿沼市,9205,南押原小学校,みなみおしはらしょうがっこう,栃木県鹿沼市磯町117,0289-63-2158,1,,446,36.49219,139.755072
鹿沼市,9205,楡木小学校,にれぎしょうがっこう,栃木県鹿沼市楡木町70-2,0289-63-2158,1,,407,36.507217,139.753979
鹿沼市,9205,藤江地区コミュニティセンター,ふじえちくこみゅにてぃせんたー,栃木県鹿沼市藤江町833-3,0289-63-2158,1,,60,36.497275,139.767024
鹿沼市,9205,みなみ小学校,みなみしょうがっこう,栃木県鹿沼市南上野503,0289-63-2158,1,,340,36.5184,139.772624
鹿沼市,9205,県立鹿沼南高等学校,けんりつかぬまみなみこうとうがっこう,栃木県鹿沼市みなみ町8-73,0289-63-2158,1,,750,36.521561,139.770905
鹿沼市,9205,粟野中学校,あわのちゅうがっこう,栃木県鹿沼市口粟野1160,0289-63-2158,1,,1090,36.508825,139.660118
鹿沼市,9205,粟野小学校,あわのしょうがっこう,栃木県鹿沼市口粟野802,0289-63-2158,1,,249,36.51763,139.672755
鹿沼市,9205,永野小学校,ながのしょうがっこう,栃木県鹿沼市上永野310,0289-63-2158,1,,281,36.497838,139.600135
鹿沼市,9205,清洲第一小学校,きよすだいいちしょうがっこう,栃木県鹿沼市久野620-1,0289-63-2158,1,,281,36.509742,139.703412
鹿沼市,9205,真名子夢ホール（鹿沼市指定施設）,まなごゆめほーる,栃木県栃木市西方町真名子1086-1,0289-63-2158,1,,101,36.47241,139.701171
鹿沼市,9205,真名子小学校（鹿沼市指定施設）,まなごしょうがっこう,栃木県栃木市西方町真名子1089-1,0289-63-2158,1,,325,36.472463,139.699883
鹿沼市,9205,清洲第二小学校,きよすだいにしょうがっこう,栃木県鹿沼市北半田1515,0289-63-2158,1,,281,36.495461,139.726835
鹿沼市,9205,東大芦コミュニティセンター,ひがしおおあしこみゅにてぃせんたー,栃木県鹿沼市上日向375,0289-63-2158,1,1,110,36.565569,139.715781
鹿沼市,9205,北押原コミュニティセンター,きたおしはらこみゅにてぃせんたー,栃木県鹿沼市樅山町162-2,0289-63-2158,1,1,235,36.537336,139.752495
鹿沼市,9205,板荷コミュニティセンター,いたがこみゅにてぃせんたー,栃木県鹿沼市板荷3051-1,0289-63-2158,1,1,100,36.641349,139.696587
鹿沼市,9205,西大芦コミュニティセンター,にしおおあしこみゅにてぃせんたー,栃木県鹿沼市草久960,0289-63-2158,1,1,90,36.639549,139.605541
鹿沼市,9205,北犬飼コミュニティセンター,きたいぬかいこみゅにてぃせんたー,栃木県鹿沼市上石川1465-4,0289-63-2158,1,1,242,36.53139,139.79288
鹿沼市,9205,南摩コミュニティセンター,なんまこみゅにてぃせんたー,栃木県鹿沼市油田町924-5,0289-63-2158,1,1,260,36.519493,139.716352
鹿沼市,9205,南押原コミュニティセンター,みなみおしはらこみゅにてぃせんたー,栃木県鹿沼市楡木町1080,0289-63-2158,1,1,110,36.505003,139.747066
鹿沼市,9205,粟野コミュニティセンター,あわのこみゅにてぃせんたー,栃木県鹿沼市口粟野1780,0289-63-2158,1,1,203,36.521843,139.66737
鹿沼市,9205,粕尾コミュニティセンター,かすおこみゅにてぃせんたー,栃木県鹿沼市中粕尾273-2,0289-63-2158,1,1,73,36.5203,139.607827
鹿沼市,9205,永野コミュニティセンター,ながのこみゅにてぃせんたー,栃木県鹿沼市上永野770,0289-63-2158,1,1,109,36.502813,139.588385
鹿沼市,9205,清洲コミュニティセンター,きよすこみゅにてぃせんたー,栃木県鹿沼市深程116-1,0289-63-2158,1,1,86,36.496289,139.718588
鹿沼市,9205,旧西大芦小学校,きゅうにしおおあししょうがっこう,栃木県鹿沼市草久960,0289-63-2158,1,,695,36.639491,139.606508
